date,company,profit,country,device,quarter
2025-03-07 06:01:37.896348,Delta Inc.,776.6,France,Desktop,0
2025-11-18 06:01:37.896348,Beta Solutions,70.86,Japan,Tablet,1
2025-11-08 06:01:37.896348,Beta Solutions,332.99,UK,Tablet,1
2025-02-28 06:01:37.896348,Alpha,145.94,Canada,Desktop,0
2024-12-01 06:01:37.896348,Alpha,874.39,USA,Mobile,0
2025-11-18 06:01:37.896348,Epsilon,888.84,UK,Tablet,1
2025-04-01 06:01:37.896348,Epsilon,657.34,France,Desktop,1
2024-12-24 06:01:37.896348,Beta Solutions,463.84,Canada,Desktop,0
2025-06-19 06:01:37.896348,Alpha,239.62,France,Desktop,1
2024-12-19 06:01:37.896348,Beta Solutions,301.51,Germany,Desktop,0
2025-11-19 06:01:37.896348,Delta Inc.,484.59,Germany,Mobile,1
2025-09-26 06:01:37.896348,Alpha,258.48,UK,Mobile,1
2025-05-25 06:01:37.896348,Beta Solutions,562.86,USA,Tablet,0
2025-07-08 06:01:37.896348,Beta Solutions,111.46,Canada,Mobile,1
2025-06-03 06:01:37.896348,Gamma LLC,217.35,Canada,Desktop,0
2025-10-26 06:01:37.896348,Delta Inc.,58.25,Germany,Mobile,0
2025-07-02 06:01:37.896348,Beta Solutions,258.05,Germany,Mobile,1
2025-03-15 06:01:37.896348,Gamma LLC,937.1,Germany,Tablet,0
2025-02-27 06:01:37.896348,Epsilon,470.31,Japan,Desktop,0
2025-05-27 06:01:37.896348,Epsilon,909.93,USA,Desktop,0
2025-09-22 06:01:37.896348,Beta Solutions,481.47,Japan,Desktop,1
2024-12-04 06:01:37.896348,Alpha,639.68,France,Tablet,0
2025-09-18 06:01:37.896348,Beta Solutions,603.71,UK,Tablet,1
2025-08-22 06:01:37.896348,Alpha,490.99,France,Mobile,1
2025-05-10 06:01:37.896348,Epsilon,216.87,Germany,Desktop,1
2025-03-16 06:01:37.896348,Gamma LLC,468.69,Canada,Mobile,0
2025-06-01 06:01:37.896348,Delta Inc.,87.24,UK,Tablet,1
2025-03-19 06:01:37.896348,Epsilon,367.39,Japan,Desktop,1
2025-07-21 06:01:37.896348,Epsilon,527.73,Germany,Desktop,0
2025-03-05 06:01:37.896348,Alpha,128.73,Germany,Tablet,1
2025-03-06 06:01:37.896348,Delta Inc.,383.64,Germany,Tablet,1
2025-04-19 06:01:37.896348,Gamma LLC,684.82,Germany,Mobile,1
2025-03-06 06:01:37.896348,Alpha,666.31,USA,Tablet,0
2025-04-29 06:01:37.896348,Epsilon,768.93,France,Mobile,1
2024-12-16 06:01:37.896348,Epsilon,134.38,UK,Tablet,0
2025-04-23 06:01:37.896348,Gamma LLC,70.12,UK,Desktop,1
2025-02-13 06:01:37.896348,Beta Solutions,308.41,Canada,Desktop,1
2025-02-13 06:01:37.896348,Gamma LLC,976.27,France,Tablet,0
2025-06-26 06:01:37.896348,Gamma LLC,511.82,USA,Tablet,0
2025-09-14 06:01:37.896348,Beta Solutions,93.28,France,Mobile,0
2025-06-24 06:01:37.896348,Gamma LLC,361.75,France,Desktop,0
2025-11-15 06:01:37.896348,Delta Inc.,481.21,Canada,Tablet,1
2025-08-28 06:01:37.896348,Gamma LLC,315.98,UK,Desktop,0
2025-03-23 06:01:37.896348,Beta Solutions,677.32,Japan,Mobile,1
2025-10-11 06:01:37.896348,Epsilon,962.82,France,Tablet,1
2025-07-12 06:01:37.896348,Epsilon,837.13,USA,Mobile,1
2024-12-08 06:01:37.896348,Delta Inc.,230.62,Germany,Mobile,0
2025-07-20 06:01:37.896348,Epsilon,196.02,Canada,Mobile,1
2025-08-24 06:01:37.896348,Gamma LLC,275.85,Germany,Tablet,1
2025-03-05 06:01:37.896348,Epsilon,246.13,France,Desktop,0
2025-04-22 06:01:37.896348,Alpha,52.92,UK,Mobile,1
2024-12-01 06:01:37.896348,Beta Solutions,969.78,Japan,Desktop,1
2024-12-31 06:01:37.896348,Beta Solutions,209.95,Germany,Tablet,1
2025-11-16 06:01:37.896348,Alpha,450.5,UK,Mobile,0
2025-07-22 06:01:37.896348,Delta Inc.,126.01,Germany,Mobile,0
2025-06-19 06:01:37.896348,Delta Inc.,69.65,France,Tablet,0
2025-07-24 06:01:37.896348,Alpha,911.5,Japan,Mobile,0
2025-08-22 06:01:37.896348,Beta Solutions,792.51,Japan,Tablet,0
2025-02-02 06:01:37.896348,Alpha,852.05,Japan,Desktop,1
2025-10-29 06:01:37.896348,Delta Inc.,584.01,Japan,Desktop,0
2025-01-22 06:01:37.896348,Gamma LLC,825.05,UK,Tablet,0
2024-12-29 06:01:37.896348,Epsilon,858.26,USA,Tablet,1
2025-05-13 06:01:37.896348,Beta Solutions,963.7,USA,Desktop,1
2025-10-19 06:01:37.896348,Gamma LLC,86.88,Germany,Desktop,0
2025-11-19 06:01:37.896348,Gamma LLC,456.34,Germany,Tablet,1
2025-06-08 06:01:37.896348,Delta Inc.,625.45,Japan,Tablet,0
2025-10-28 06:01:37.896348,Beta Solutions,285.28,UK,Mobile,1
2025-06-29 06:01:37.896348,Alpha,471.31,France,Tablet,0
2025-01-30 06:01:37.896348,Delta Inc.,375.22,UK,Desktop,1
2025-01-08 06:01:37.896348,Gamma LLC,94.99,France,Desktop,1
2025-06-28 06:01:37.896348,Delta Inc.,129.12,Germany,Tablet,0
2025-01-26 06:01:37.896348,Gamma LLC,673.34,UK,Tablet,1
2024-12-25 06:01:37.896348,Epsilon,594.82,France,Desktop,0
2025-04-27 06:01:37.896348,Beta Solutions,164.62,Germany,Tablet,1
2025-06-28 06:01:37.896348,Gamma LLC,170.71,Germany,Tablet,0
2025-05-10 06:01:37.896348,Beta Solutions,757.11,UK,Mobile,1
2025-06-03 06:01:37.896348,Gamma LLC,941.42,Japan,Mobile,1
2025-01-05 06:01:37.896348,Gamma LLC,322.2,Germany,Desktop,1
2025-10-03 06:01:37.896348,Delta Inc.,935.27,France,Desktop,0
2024-11-28 06:01:37.896348,Epsilon,703.93,Japan,Desktop,0
2025-01-06 06:01:37.896348,Alpha,424.07,USA,Desktop,0
2025-03-08 06:01:37.896348,Delta Inc.,201.72,France,Mobile,1
2025-05-28 06:01:37.896348,Alpha,383.2,Japan,Tablet,0
2025-01-17 06:01:37.896348,Beta Solutions,65.87,UK,Tablet,1
2025-08-07 06:01:37.896348,Alpha,478.65,UK,Tablet,1
2025-10-03 06:01:37.896348,Gamma LLC,341.95,France,Mobile,0
2025-05-14 06:01:37.896348,Alpha,976.97,Canada,Tablet,0
2025-10-02 06:01:37.896348,Alpha,544.79,France,Tablet,0
2025-04-11 06:01:37.896348,Epsilon,610.38,Germany,Desktop,0
2025-05-18 06:01:37.896348,Delta Inc.,329.42,Japan,Desktop,0
2024-11-25 06:01:37.896348,Epsilon,954.8,France,Desktop,0
2025-05-17 06:01:37.896348,Epsilon,601.67,Japan,Tablet,0
2025-01-05 06:01:37.896348,Beta Solutions,909.17,Germany,Tablet,0
2025-10-30 06:01:37.896348,Gamma LLC,566.51,Germany,Mobile,1
2025-04-08 06:01:37.896348,Epsilon,971.88,USA,Tablet,0
2025-09-09 06:01:37.896348,Beta Solutions,871.41,UK,Tablet,1
2025-06-11 06:01:37.896348,Gamma LLC,591.06,France,Desktop,0
2025-05-29 06:01:37.896348,Alpha,846.86,UK,Mobile,0
2025-07-07 06:01:37.896348,Beta Solutions,351.11,UK,Tablet,1
2025-07-02 06:01:37.896348,Alpha,193.45,Japan,Desktop,0
2025-05-02 06:01:37.896348,Epsilon,13.9,Canada,Desktop,1
2025-07-01 06:01:37.896348,Alpha,428.09,UK,Tablet,1
2024-12-23 06:01:37.896348,Beta Solutions,756.0,UK,Mobile,1
2025-07-02 06:01:37.896348,Beta Solutions,607.34,Canada,Desktop,1
2025-10-04 06:01:37.896348,Gamma LLC,977.34,France,Tablet,0
2025-07-04 06:01:37.896348,Gamma LLC,673.68,USA,Desktop,1
2025-01-08 06:01:37.896348,Beta Solutions,325.0,France,Desktop,0
2025-08-19 06:01:37.896348,Beta Solutions,523.31,USA,Tablet,0
2025-04-04 06:01:37.896348,Epsilon,87.12,Japan,Tablet,0
2025-05-15 06:01:37.896348,Delta Inc.,270.66,Germany,Desktop,1
2025-01-02 06:01:37.896348,Delta Inc.,858.44,USA,Tablet,0
2025-06-28 06:01:37.896348,Delta Inc.,846.28,Canada,Mobile,0
2025-06-23 06:01:37.896348,Delta Inc.,559.08,Germany,Desktop,0
2025-07-02 06:01:37.896348,Epsilon,909.05,UK,Desktop,1
2025-01-10 06:01:37.896348,Beta Solutions,719.67,Canada,Mobile,1
2025-11-06 06:01:37.896348,Epsilon,419.42,Germany,Mobile,1
2025-11-09 06:01:37.896348,Beta Solutions,124.0,Canada,Tablet,0
2025-02-23 06:01:37.896348,Beta Solutions,134.08,Germany,Desktop,0
2025-02-06 06:01:37.896348,Gamma LLC,688.98,Canada,Desktop,1
2025-08-30 06:01:37.896348,Alpha,736.32,France,Tablet,0
2025-08-03 06:01:37.896348,Beta Solutions,449.7,Germany,Desktop,0
2024-12-10 06:01:37.896348,Alpha,839.48,UK,Mobile,1
2025-01-08 06:01:37.896348,Epsilon,752.45,Canada,Desktop,0
2025-08-11 06:01:37.896348,Alpha,185.41,USA,Mobile,0
2025-11-18 06:01:37.896348,Epsilon,635.64,Canada,Desktop,0
2025-03-11 06:01:37.896348,Epsilon,749.42,Canada,Desktop,1
2024-12-09 06:01:37.896348,Alpha,55.3,Canada,Mobile,0
2024-11-24 06:01:37.896348,Beta Solutions,788.58,Canada,Tablet,1
2025-10-03 06:01:37.896348,Alpha,633.02,Germany,Desktop,0
2025-08-20 06:01:37.896348,Epsilon,412.57,Japan,Mobile,1
2025-05-21 06:01:37.896348,Alpha,122.22,France,Tablet,1
2025-06-23 06:01:37.896348,Delta Inc.,965.45,UK,Desktop,0
2025-08-02 06:01:37.896348,Delta Inc.,644.91,France,Desktop,1
2025-05-31 06:01:37.896348,Alpha,92.44,France,Desktop,0
2024-12-13 06:01:37.896348,Gamma LLC,195.31,France,Mobile,1
2024-12-17 06:01:37.896348,Delta Inc.,525.51,UK,Desktop,1
2025-03-16 06:01:37.896348,Gamma LLC,14.92,Germany,Tablet,0
2025-11-04 06:01:37.896348,Delta Inc.,780.02,UK,Tablet,0
2025-10-22 06:01:37.896348,Beta Solutions,442.77,Germany,Desktop,1
2025-04-30 06:01:37.896348,Alpha,533.17,Canada,Mobile,0
2025-02-02 06:01:37.896348,Alpha,25.89,Canada,Mobile,0
2025-05-25 06:01:37.896348,Delta Inc.,32.75,Germany,Desktop,1
2024-12-28 06:01:37.896348,Alpha,230.12,Canada,Tablet,0
2024-12-23 06:01:37.896348,Delta Inc.,721.36,UK,Mobile,1
2025-02-03 06:01:37.896348,Delta Inc.,220.97,Japan,Tablet,0
2025-09-09 06:01:37.896348,Epsilon,815.28,France,Desktop,1
2025-01-18 06:01:37.896348,Alpha,873.99,USA,Desktop,1
2024-12-16 06:01:37.896348,Beta Solutions,313.53,UK,Desktop,0
2025-09-26 06:01:37.896348,Delta Inc.,376.01,Germany,Mobile,0
2025-11-03 06:01:37.896348,Beta Solutions,17.04,USA,Desktop,0
2025-10-26 06:01:37.896348,Beta Solutions,53.27,Canada,Desktop,0
2025-02-03 06:01:37.896348,Delta Inc.,903.8,Germany,Tablet,1
2025-02-17 06:01:37.896348,Epsilon,792.07,Japan,Tablet,1
2025-09-04 06:01:37.896348,Epsilon,579.12,France,Tablet,1
2025-09-26 06:01:37.896348,Epsilon,296.47,Japan,Desktop,0
2025-06-24 06:01:37.896348,Beta Solutions,107.18,Japan,Desktop,1
2025-06-25 06:01:37.896348,Beta Solutions,516.96,Germany,Desktop,0
2024-11-27 06:01:37.896348,Beta Solutions,34.95,France,Desktop,1
2025-01-06 06:01:37.896348,Alpha,455.45,UK,Desktop,1
2025-04-24 06:01:37.896348,Alpha,314.92,Germany,Mobile,0
2025-09-30 06:01:37.896348,Gamma LLC,70.33,Canada,Mobile,1
2025-10-29 06:01:37.896348,Delta Inc.,675.78,Canada,Tablet,1
2025-01-01 06:01:37.896348,Beta Solutions,705.71,France,Tablet,1
2025-07-29 06:01:37.896348,Beta Solutions,457.94,Canada,Tablet,0
2025-01-01 06:01:37.896348,Gamma LLC,112.34,USA,Mobile,1
2024-11-22 06:01:37.896348,Gamma LLC,253.35,UK,Mobile,0
2025-03-26 06:01:37.896348,Gamma LLC,300.89,Germany,Tablet,0
2025-05-18 06:01:37.896348,Alpha,382.07,Canada,Tablet,1
2025-04-07 06:01:37.896348,Alpha,110.18,UK,Tablet,0
2025-07-12 06:01:37.896348,Beta Solutions,886.34,France,Tablet,0
2025-03-07 06:01:37.896348,Alpha,121.29,UK,Mobile,0
2025-05-19 06:01:37.896348,Delta Inc.,487.91,France,Mobile,0
2025-04-15 06:01:37.896348,Alpha,100.79,Japan,Mobile,0
2025-09-24 06:01:37.896348,Delta Inc.,220.51,UK,Tablet,1
2024-12-29 06:01:37.896348,Delta Inc.,413.72,Canada,Tablet,1
2025-10-06 06:01:37.896348,Alpha,252.85,Japan,Desktop,0
2025-10-08 06:01:37.896348,Alpha,219.05,Germany,Desktop,0
2025-06-27 06:01:37.896348,Delta Inc.,330.85,Japan,Tablet,1
2025-02-02 06:01:37.896348,Gamma LLC,41.74,UK,Mobile,0
2025-08-17 06:01:37.896348,Epsilon,450.75,Canada,Desktop,0
2025-04-09 06:01:37.896348,Alpha,358.15,Japan,Tablet,0
2025-06-12 06:01:37.896348,Beta Solutions,578.29,France,Tablet,1
2024-12-27 06:01:37.896348,Gamma LLC,312.94,Germany,Desktop,1
2025-02-17 06:01:37.896348,Beta Solutions,756.35,UK,Tablet,0
2025-10-07 06:01:37.896348,Alpha,509.45,UK,Desktop,0
2025-07-23 06:01:37.896348,Gamma LLC,989.04,France,Tablet,1
2025-08-14 06:01:37.896348,Beta Solutions,842.25,France,Desktop,0
2025-04-22 06:01:37.896348,Delta Inc.,910.67,Canada,Tablet,0
2025-07-15 06:01:37.896348,Delta Inc.,808.48,France,Tablet,1
2024-11-24 06:01:37.896348,Alpha,182.21,Japan,Tablet,1
2025-02-04 06:01:37.896348,Beta Solutions,787.85,Germany,Mobile,1
2025-02-12 06:01:37.896348,Epsilon,487.29,France,Tablet,0
2025-06-28 06:01:37.896348,Gamma LLC,803.44,France,Mobile,0
2025-08-04 06:01:37.896348,Delta Inc.,146.16,Canada,Tablet,0
2025-01-05 06:01:37.896348,Alpha,117.8,Germany,Mobile,1
2025-01-15 06:01:37.896348,Beta Solutions,182.94,Germany,Mobile,0
2025-04-07 06:01:37.896348,Gamma LLC,440.35,France,Mobile,0
2025-11-11 06:01:37.896348,Gamma LLC,361.97,UK,Desktop,0
2025-02-17 06:01:37.896348,Delta Inc.,474.39,Japan,Mobile,1
2025-11-18 06:01:37.896348,Alpha,119.33,USA,Tablet,1
2025-02-27 06:01:37.896348,Delta Inc.,138.85,France,Tablet,0
2025-09-11 06:01:37.896348,Beta Solutions,171.89,UK,Tablet,0
2024-12-03 06:01:37.896348,Alpha,136.06,Germany,Mobile,1
2025-04-09 06:01:37.896348,Gamma LLC,862.96,Japan,Desktop,0
2025-06-19 06:01:37.896348,Beta Solutions,491.56,France,Desktop,1
2025-07-17 06:01:37.896348,Delta Inc.,92.28,USA,Tablet,0
2025-03-25 06:01:37.896348,Epsilon,282.03,USA,Tablet,0
2025-11-13 06:01:37.896348,Beta Solutions,31.35,UK,Mobile,0
2025-01-09 06:01:37.896348,Epsilon,624.34,France,Tablet,1
2025-09-14 06:01:37.896348,Gamma LLC,110.1,UK,Tablet,1
2024-11-27 06:01:37.896348,Beta Solutions,946.66,Canada,Mobile,0
2025-07-30 06:01:37.896348,Gamma LLC,774.25,France,Tablet,1
2025-04-11 06:01:37.896348,Gamma LLC,647.79,Canada,Mobile,1
2025-01-24 06:01:37.896348,Beta Solutions,656.68,UK,Mobile,1
2025-05-22 06:01:37.896348,Epsilon,921.53,UK,Tablet,1
2025-09-17 06:01:37.896348,Epsilon,750.27,Germany,Desktop,0
2024-11-23 06:01:37.896348,Delta Inc.,704.84,Canada,Desktop,1
2025-04-23 06:01:37.896348,Alpha,977.05,France,Mobile,1
2024-11-29 06:01:37.896348,Delta Inc.,226.85,France,Desktop,0
2025-10-17 06:01:37.896348,Beta Solutions,264.89,UK,Mobile,0
2025-07-19 06:01:37.896348,Beta Solutions,540.55,USA,Tablet,0
2025-08-23 06:01:37.896348,Epsilon,220.39,France,Tablet,1
2025-01-11 06:01:37.896348,Epsilon,109.9,UK,Desktop,0
2025-02-11 06:01:37.896348,Gamma LLC,31.45,Japan,Tablet,0
2025-10-27 06:01:37.896348,Epsilon,106.08,USA,Desktop,1
2025-01-10 06:01:37.896348,Delta Inc.,540.8,Germany,Tablet,0
2025-01-01 06:01:37.896348,Gamma LLC,957.7,France,Mobile,0
2025-10-08 06:01:37.896348,Epsilon,743.03,Japan,Desktop,1
2025-08-12 06:01:37.896348,Beta Solutions,678.96,USA,Mobile,0
2025-01-12 06:01:37.896348,Delta Inc.,730.95,USA,Tablet,1
2025-02-18 06:01:37.896348,Gamma LLC,449.88,Canada,Desktop,0
2024-12-12 06:01:37.896348,Beta Solutions,644.09,Germany,Tablet,1
2025-04-10 06:01:37.896348,Alpha,733.19,Germany,Mobile,1
2024-11-26 06:01:37.896348,Gamma LLC,633.56,Germany,Mobile,1
2025-06-22 06:01:37.896348,Gamma LLC,29.42,USA,Tablet,1
2024-12-14 06:01:37.896348,Delta Inc.,706.34,Germany,Mobile,1
2024-12-28 06:01:37.896348,Delta Inc.,535.12,Japan,Mobile,0
2025-08-21 06:01:37.896348,Epsilon,807.85,UK,Desktop,0
2025-06-29 06:01:37.896348,Beta Solutions,672.47,Germany,Mobile,0
2025-04-06 06:01:37.896348,Delta Inc.,947.77,Germany,Tablet,0
2025-08-04 06:01:37.896348,Delta Inc.,746.16,USA,Tablet,0
2025-10-14 06:01:37.896348,Delta Inc.,196.51,UK,Tablet,0
2025-03-06 06:01:37.896348,Epsilon,518.96,France,Desktop,1
2025-10-22 06:01:37.896348,Delta Inc.,371.02,Japan,Tablet,0
2025-03-03 06:01:37.896348,Alpha,15.18,Japan,Mobile,1
2025-04-15 06:01:37.896348,Alpha,791.66,Germany,Desktop,1
2025-10-10 06:01:37.896348,Beta Solutions,633.27,Japan,Mobile,0
2025-07-01 06:01:37.896348,Delta Inc.,198.7,Germany,Desktop,1
2025-02-08 06:01:37.896348,Alpha,368.91,Japan,Mobile,1
2025-02-17 06:01:37.896348,Alpha,727.43,Japan,Mobile,1
2025-05-02 06:01:37.896348,Alpha,664.65,USA,Mobile,0
2025-09-19 06:01:37.896348,Delta Inc.,356.1,Japan,Mobile,1
2025-07-08 06:01:37.896348,Beta Solutions,411.88,Japan,Mobile,0
2024-11-30 06:01:37.896348,Epsilon,776.26,Japan,Mobile,0
2025-03-09 06:01:37.896348,Epsilon,872.47,Japan,Desktop,0
2025-10-05 06:01:37.896348,Alpha,176.65,USA,Mobile,0
2025-05-30 06:01:37.896348,Epsilon,131.75,USA,Mobile,1
2024-11-25 06:01:37.896348,Alpha,580.23,Germany,Tablet,1
2025-11-12 06:01:37.896348,Epsilon,24.37,Japan,Mobile,0
2025-06-27 06:01:37.896348,Delta Inc.,485.04,France,Desktop,1
2024-11-27 06:01:37.896348,Gamma LLC,490.38,Japan,Tablet,0
2025-05-26 06:01:37.896348,Beta Solutions,996.66,USA,Mobile,1
2025-09-11 06:01:37.896348,Gamma LLC,319.61,France,Tablet,1
2025-08-19 06:01:37.896348,Epsilon,694.51,UK,Mobile,1
2025-07-15 06:01:37.896348,Epsilon,659.28,UK,Mobile,1
2025-05-17 06:01:37.896348,Alpha,107.13,Canada,Tablet,1
2025-03-03 06:01:37.896348,Beta Solutions,125.24,USA,Desktop,0
2025-02-01 06:01:37.896348,Beta Solutions,18.19,Canada,Mobile,1
2025-03-10 06:01:37.896348,Delta Inc.,239.56,UK,Mobile,0
2025-09-01 06:01:37.896348,Gamma LLC,657.43,UK,Desktop,0
2025-06-01 06:01:37.896348,Epsilon,298.79,Germany,Tablet,1
2025-04-10 06:01:37.896348,Delta Inc.,30.83,Japan,Mobile,0
2025-07-15 06:01:37.896348,Delta Inc.,358.54,Canada,Tablet,0
2025-02-08 06:01:37.896348,Alpha,651.54,Japan,Mobile,0
2025-09-03 06:01:37.896348,Delta Inc.,153.48,UK,Desktop,1
2025-11-07 06:01:37.896348,Beta Solutions,200.37,UK,Mobile,1
2025-11-03 06:01:37.896348,Beta Solutions,625.84,UK,Mobile,1
2025-09-24 06:01:37.896348,Gamma LLC,826.89,Canada,Desktop,0
2025-04-13 06:01:37.896348,Epsilon,411.42,Japan,Tablet,0
2025-05-11 06:01:37.896348,Alpha,888.84,UK,Mobile,1
2025-03-27 06:01:37.896348,Gamma LLC,945.04,USA,Mobile,1
2025-06-05 06:01:37.896348,Epsilon,478.95,Germany,Desktop,1
2025-10-23 06:01:37.896348,Beta Solutions,566.27,UK,Tablet,1
2025-01-15 06:01:37.896348,Delta Inc.,274.67,Canada,Desktop,1
2025-08-26 06:01:37.896348,Delta Inc.,558.44,Japan,Mobile,0
2024-12-25 06:01:37.896348,Alpha,113.42,Germany,Desktop,1
2025-04-26 06:01:37.896348,Epsilon,65.8,Canada,Tablet,1
2025-01-31 06:01:37.896348,Beta Solutions,797.6,France,Mobile,0
2024-12-18 06:01:37.896348,Delta Inc.,639.45,Germany,Desktop,0
2025-07-07 06:01:37.896348,Epsilon,813.73,Canada,Desktop,1
2025-07-11 06:01:37.896348,Gamma LLC,258.99,UK,Tablet,1
2025-02-02 06:01:37.896348,Beta Solutions,90.65,USA,Mobile,1
2025-07-12 06:01:37.896348,Gamma LLC,301.86,Japan,Mobile,0
2024-12-01 06:01:37.896348,Epsilon,718.54,Japan,Desktop,1
2024-12-01 06:01:37.896348,Beta Solutions,128.07,Germany,Desktop,0
2025-02-19 06:01:37.896348,Alpha,322.66,France,Tablet,0
2025-06-09 06:01:37.896348,Beta Solutions,986.32,Japan,Mobile,0
2025-11-15 06:01:37.896348,Delta Inc.,313.34,Japan,Desktop,1
2025-02-05 06:01:37.896348,Alpha,693.5,France,Mobile,1
2025-08-31 06:01:37.896348,Alpha,326.19,Japan,Tablet,0
2025-07-19 06:01:37.896348,Alpha,929.8,France,Desktop,1
2025-04-10 06:01:37.896348,Delta Inc.,595.84,USA,Tablet,1
2025-01-02 06:01:37.896348,Delta Inc.,213.15,Germany,Tablet,0
2024-12-16 06:01:37.896348,Beta Solutions,959.18,France,Tablet,1
2024-12-12 06:01:37.896348,Alpha,791.65,Japan,Mobile,1
2025-10-11 06:01:37.896348,Gamma LLC,567.35,Germany,Mobile,1
2025-11-04 06:01:37.896348,Epsilon,609.24,Japan,Desktop,0
2025-06-08 06:01:37.896348,Beta Solutions,675.78,France,Mobile,0
2025-03-31 06:01:37.896348,Alpha,335.08,UK,Tablet,0
2025-03-18 06:01:37.896348,Beta Solutions,547.25,UK,Mobile,0
2025-09-25 06:01:37.896348,Beta Solutions,548.18,Germany,Desktop,0
2025-09-02 06:01:37.896348,Beta Solutions,900.15,Germany,Desktop,1
2024-12-30 06:01:37.896348,Beta Solutions,852.84,Canada,Desktop,1
2025-01-19 06:01:37.896348,Delta Inc.,474.36,USA,Desktop,1
2025-10-03 06:01:37.896348,Epsilon,625.85,France,Mobile,0
2024-12-15 06:01:37.896348,Alpha,465.22,Canada,Tablet,1
2025-06-26 06:01:37.896348,Gamma LLC,115.47,Japan,Mobile,0
2025-09-25 06:01:37.896348,Alpha,394.67,Japan,Mobile,0
2025-08-31 06:01:37.896348,Gamma LLC,771.97,USA,Mobile,1
2025-09-27 06:01:37.896348,Delta Inc.,309.76,France,Desktop,0
2024-12-02 06:01:37.896348,Alpha,258.03,Canada,Tablet,0
2025-07-30 06:01:37.896348,Epsilon,484.92,Canada,Mobile,1
2025-07-26 06:01:37.896348,Gamma LLC,163.91,Canada,Tablet,0
2025-02-25 06:01:37.896348,Alpha,943.0,Germany,Mobile,1
2025-01-04 06:01:37.896348,Beta Solutions,869.92,France,Tablet,1
2025-07-14 06:01:37.896348,Delta Inc.,292.05,Germany,Tablet,1
2025-11-19 06:01:37.896348,Delta Inc.,846.01,USA,Desktop,1
2025-05-06 06:01:37.896348,Epsilon,170.59,UK,Desktop,0
2025-01-29 06:01:37.896348,Beta Solutions,575.03,Germany,Tablet,0
2024-12-31 06:01:37.896348,Gamma LLC,915.79,Japan,Tablet,0
2024-12-31 06:01:37.896348,Delta Inc.,181.87,Japan,Desktop,0
2025-02-15 06:01:37.896348,Delta Inc.,186.99,UK,Mobile,0
2025-02-19 06:01:37.896348,Gamma LLC,598.57,Canada,Mobile,1
2025-05-24 06:01:37.896348,Gamma LLC,564.63,France,Tablet,0
2025-01-02 06:01:37.896348,Gamma LLC,169.29,France,Mobile,0
2024-12-13 06:01:37.896348,Delta Inc.,651.58,USA,Mobile,1
2025-09-22 06:01:37.896348,Gamma LLC,122.4,Germany,Mobile,1
2025-10-02 06:01:37.896348,Beta Solutions,185.21,UK,Desktop,0
2025-01-14 06:01:37.896348,Alpha,669.9,Japan,Tablet,0
2025-03-04 06:01:37.896348,Gamma LLC,384.18,USA,Tablet,0
2025-09-15 06:01:37.896348,Delta Inc.,676.19,Canada,Desktop,1
2025-02-10 06:01:37.896348,Alpha,577.14,Germany,Mobile,1
2025-07-07 06:01:37.896348,Alpha,856.39,Canada,Tablet,1
2025-09-06 06:01:37.896348,Epsilon,740.42,Germany,Mobile,1
2024-11-29 06:01:37.896348,Beta Solutions,326.82,Japan,Desktop,1
2025-01-23 06:01:37.896348,Gamma LLC,929.24,France,Tablet,0
2024-12-29 06:01:37.896348,Gamma LLC,696.74,Japan,Mobile,1
2025-01-06 06:01:37.896348,Alpha,736.23,Canada,Tablet,1
2025-02-19 06:01:37.896348,Delta Inc.,642.28,USA,Desktop,0
2025-06-28 06:01:37.896348,Delta Inc.,924.17,Canada,Desktop,0
2024-12-01 06:01:37.896348,Gamma LLC,514.72,Germany,Mobile,1
2025-10-11 06:01:37.896348,Alpha,695.16,Germany,Tablet,0
2025-08-29 06:01:37.896348,Alpha,697.45,France,Mobile,1
2025-06-15 06:01:37.896348,Gamma LLC,414.41,Germany,Mobile,1
2025-03-15 06:01:37.896348,Delta Inc.,48.6,Canada,Mobile,1
2025-02-09 06:01:37.896348,Beta Solutions,968.84,France,Desktop,0
2025-02-22 06:01:37.896348,Epsilon,899.8,UK,Tablet,0
2025-02-19 06:01:37.896348,Beta Solutions,336.02,France,Tablet,0
2024-12-02 06:01:37.896348,Epsilon,438.68,Canada,Tablet,1
2025-06-18 06:01:37.896348,Epsilon,500.62,USA,Tablet,1
2025-10-05 06:01:37.896348,Epsilon,943.12,Japan,Mobile,0
2025-06-11 06:01:37.896348,Gamma LLC,957.7,Japan,Mobile,0
2025-01-30 06:01:37.896348,Beta Solutions,255.16,UK,Tablet,0
2025-06-29 06:01:37.896348,Delta Inc.,209.34,Germany,Mobile,0
2025-05-09 06:01:37.896348,Epsilon,259.72,Germany,Mobile,1
2025-04-07 06:01:37.896348,Delta Inc.,28.05,UK,Tablet,0
2025-04-29 06:01:37.896348,Alpha,824.19,Canada,Tablet,1
2025-10-02 06:01:37.896348,Beta Solutions,46.83,UK,Mobile,1
2025-01-11 06:01:37.896348,Epsilon,414.53,Germany,Mobile,1
2024-11-21 06:01:37.896348,Delta Inc.,793.61,UK,Tablet,0
2025-11-02 06:01:37.896348,Gamma LLC,108.37,Canada,Tablet,0
2025-07-14 06:01:37.896348,Alpha,366.79,Germany,Desktop,0
2025-06-17 06:01:37.896348,Beta Solutions,113.63,Germany,Tablet,0
2024-12-05 06:01:37.896348,Delta Inc.,758.0,Germany,Desktop,1
