user,mercheant,amount,country,device,label
15258,BookHive,397.65,Australia,Desktop,1
15259,AutoParts,430.3,Germany,Mobile,0
15260,AutoParts,323.66,Brazil,Tablet,0
15261,GourmetEats,262.78,Germany,Tablet,0
15262,TechWorld,434.69,UK,Mobile,1
15263,TechWorld,33.44,Canada,Mobile,0
15264,BookHive,376.24,UK,Tablet,1
15265,FashionGo,148.04,UK,Desktop,1
15266,GourmetEats,463.21,Germany,Tablet,1
15267,FashionGo,18.66,Brazil,Desktop,0
15268,GourmetEats,282.11,Australia,Desktop,0
15269,FashionGo,103.92,USA,Mobile,1
15270,BookHive,201.18,USA,Tablet,1
15271,BookHive,225.29,Germany,Tablet,0
15272,AutoParts,332.15,Canada,Tablet,0
15273,AutoParts,184.95,Brazil,Mobile,0
15274,FashionGo,299.91,USA,Desktop,0
15275,GourmetEats,68.16,UK,Desktop,1
15276,TechWorld,27.99,Canada,Tablet,1
15277,FashionGo,343.83,Australia,Mobile,1
15278,GourmetEats,445.01,Australia,Tablet,0
15279,GourmetEats,184.91,Australia,Desktop,0
15280,FashionGo,44.6,Brazil,Desktop,0
15281,AutoParts,268.4,Canada,Mobile,1
15282,AutoParts,226.47,UK,Mobile,0
15283,FashionGo,197.47,Germany,Mobile,0
15284,GourmetEats,154.21,UK,Mobile,1
15285,BookHive,375.44,UK,Tablet,0
15286,BookHive,279.55,UK,Tablet,0
15287,BookHive,408.52,UK,Mobile,1
15288,GourmetEats,282.48,Brazil,Tablet,1
15289,TechWorld,495.05,Brazil,Mobile,0
15290,FashionGo,438.32,Germany,Tablet,1
15291,GourmetEats,401.07,USA,Mobile,0
15292,GourmetEats,141.06,UK,Mobile,1
15293,TechWorld,20.86,Germany,Mobile,1
15294,BookHive,226.37,Germany,Desktop,0
15295,AutoParts,115.79,Brazil,Tablet,1
15296,AutoParts,428.25,Germany,Tablet,0
15297,TechWorld,69.31,Canada,Desktop,1
15298,FashionGo,405.96,Brazil,Tablet,0
15299,BookHive,450.75,UK,Mobile,0
15300,GourmetEats,189.01,USA,Mobile,1
15301,GourmetEats,117.95,UK,Mobile,0
15302,FashionGo,384.82,Australia,Mobile,0
15303,TechWorld,448.2,Australia,Tablet,0
15304,FashionGo,283.09,Canada,Mobile,1
15305,FashionGo,417.96,UK,Desktop,1
15306,TechWorld,69.16,Australia,Desktop,0
15307,TechWorld,331.21,USA,Tablet,0
15308,BookHive,19.85,UK,Tablet,0
15309,AutoParts,64.04,Canada,Mobile,1
15310,AutoParts,248.63,Brazil,Mobile,1
15311,FashionGo,53.33,Australia,Mobile,0
15312,FashionGo,254.72,Canada,Mobile,1
15313,AutoParts,490.66,Australia,Desktop,0
15314,FashionGo,409.18,Canada,Mobile,1
15315,TechWorld,56.45,Brazil,Mobile,0
15316,BookHive,187.35,USA,Tablet,1
15317,AutoParts,152.87,Brazil,Desktop,0
15318,FashionGo,280.72,Canada,Mobile,1
15319,FashionGo,282.5,USA,Mobile,0
15320,GourmetEats,116.43,Germany,Mobile,1
15321,TechWorld,262.07,Germany,Tablet,1
15322,FashionGo,40.92,USA,Desktop,1
15323,GourmetEats,81.3,Germany,Tablet,0
15324,BookHive,348.81,UK,Tablet,0
15325,AutoParts,205.21,UK,Mobile,1
15326,BookHive,475.16,USA,Desktop,1
15327,TechWorld,330.77,Germany,Tablet,0
15328,GourmetEats,32.85,Australia,Desktop,1
15329,GourmetEats,430.65,Germany,Tablet,1
15330,TechWorld,359.26,Canada,Desktop,1
15331,AutoParts,279.33,Australia,Mobile,1
15332,FashionGo,426.21,Germany,Mobile,0
15333,AutoParts,79.23,Australia,Mobile,0
15334,TechWorld,118.67,USA,Mobile,0
15335,GourmetEats,26.56,Germany,Mobile,1
15336,FashionGo,298.44,Canada,Desktop,1
15337,TechWorld,478.73,Brazil,Mobile,0
15338,GourmetEats,346.77,Australia,Mobile,1
15339,TechWorld,476.67,Canada,Tablet,1
15340,GourmetEats,469.19,Canada,Tablet,1
15341,GourmetEats,74.24,UK,Desktop,0
15342,BookHive,254.24,Brazil,Desktop,1
15343,AutoParts,102.19,UK,Mobile,0
15344,AutoParts,350.92,Australia,Mobile,0
15345,GourmetEats,194.25,Germany,Mobile,1
15346,GourmetEats,281.02,USA,Desktop,0
15347,TechWorld,289.3,USA,Tablet,0
15348,GourmetEats,440.39,Brazil,Mobile,0
15349,BookHive,134.21,USA,Tablet,0
15350,BookHive,152.18,UK,Tablet,1
15351,BookHive,239.96,UK,Tablet,1
15352,BookHive,458.33,USA,Tablet,0
15353,BookHive,169.13,USA,Desktop,0
15354,TechWorld,97.08,USA,Mobile,0
15355,TechWorld,100.66,Brazil,Desktop,1
15356,FashionGo,280.33,Australia,Mobile,1
15357,FashionGo,309.58,UK,Mobile,1
15358,TechWorld,146.64,Germany,Desktop,1
15359,FashionGo,342.16,Brazil,Tablet,1
15360,BookHive,236.87,Australia,Desktop,0
15361,FashionGo,379.0,Canada,Mobile,0
15362,TechWorld,105.14,UK,Desktop,0
15363,AutoParts,485.41,Brazil,Desktop,1
15364,FashionGo,301.56,Australia,Mobile,1
15365,FashionGo,124.69,Australia,Tablet,1
15366,FashionGo,386.42,Australia,Tablet,1
15367,FashionGo,355.63,USA,Mobile,1
15368,BookHive,8.17,UK,Tablet,1
15369,BookHive,170.31,Germany,Mobile,0
15370,BookHive,439.93,Canada,Mobile,1
15371,FashionGo,196.78,UK,Mobile,1
15372,AutoParts,126.77,Brazil,Desktop,0
15373,TechWorld,390.08,USA,Tablet,1
15374,BookHive,276.02,Germany,Tablet,1
15375,AutoParts,360.65,Brazil,Mobile,1
15376,BookHive,445.03,Germany,Desktop,0
15377,BookHive,245.42,UK,Tablet,1
15378,GourmetEats,185.52,Germany,Desktop,1
15379,BookHive,269.12,Canada,Desktop,1
15380,TechWorld,255.35,Germany,Desktop,0
15381,TechWorld,374.35,USA,Tablet,1
15382,AutoParts,188.34,Germany,Desktop,1
15383,TechWorld,230.53,UK,Tablet,0
15384,FashionGo,307.86,Australia,Desktop,0
15385,TechWorld,195.91,USA,Desktop,0
15386,TechWorld,22.31,Germany,Mobile,0
15387,FashionGo,362.83,USA,Tablet,1
15388,BookHive,452.02,Germany,Mobile,0
15389,GourmetEats,54.77,Australia,Mobile,0
15390,GourmetEats,255.44,UK,Desktop,0
15391,GourmetEats,351.53,USA,Tablet,1
15392,BookHive,51.48,UK,Tablet,1
15393,GourmetEats,178.52,Germany,Desktop,0
15394,FashionGo,13.15,Canada,Tablet,0
15395,GourmetEats,125.57,Brazil,Tablet,0
15396,FashionGo,144.57,UK,Desktop,1
15397,AutoParts,479.91,Germany,Tablet,0
15398,FashionGo,315.61,Australia,Mobile,1
15399,TechWorld,277.32,Brazil,Desktop,1
15400,TechWorld,220.54,Canada,Desktop,1
15401,TechWorld,219.0,Germany,Tablet,0
15402,FashionGo,425.37,Canada,Tablet,0
15403,GourmetEats,321.24,Canada,Mobile,1
15404,TechWorld,478.45,Brazil,Tablet,1
15405,FashionGo,477.87,Germany,Desktop,1
15406,TechWorld,135.13,Brazil,Desktop,0
15407,BookHive,62.78,Australia,Mobile,1
15408,FashionGo,333.86,USA,Tablet,0
15409,BookHive,380.73,Canada,Tablet,1
15410,GourmetEats,24.14,Germany,Desktop,0
15411,GourmetEats,357.65,Germany,Mobile,0
15412,AutoParts,175.32,USA,Mobile,1
15413,TechWorld,6.81,Germany,Desktop,1
15414,TechWorld,173.58,UK,Desktop,0
15415,AutoParts,101.28,USA,Tablet,1
15416,GourmetEats,89.14,Canada,Desktop,1
15417,AutoParts,443.82,Australia,Tablet,1
15418,BookHive,277.18,Germany,Tablet,1
15419,TechWorld,90.57,Australia,Desktop,1
15420,TechWorld,327.53,Brazil,Tablet,1
15421,FashionGo,74.72,Germany,Tablet,1
15422,TechWorld,265.48,Australia,Tablet,1
15423,FashionGo,39.08,USA,Desktop,1
15424,BookHive,61.41,UK,Mobile,1
15425,GourmetEats,410.84,USA,Mobile,0
15426,FashionGo,393.31,Canada,Mobile,1
15427,FashionGo,25.01,Canada,Tablet,1
15428,FashionGo,34.46,Canada,Mobile,1
15429,AutoParts,228.16,Germany,Desktop,0
15430,BookHive,301.86,UK,Mobile,0
15431,FashionGo,236.92,Brazil,Desktop,1
15432,BookHive,337.5,Brazil,Mobile,1
15433,TechWorld,328.98,USA,Desktop,0
15434,FashionGo,489.62,Brazil,Mobile,0
15435,GourmetEats,275.22,Brazil,Desktop,1
15436,FashionGo,102.83,USA,Tablet,0
15437,AutoParts,253.51,Germany,Mobile,1
15438,TechWorld,267.52,Australia,Desktop,0
15439,GourmetEats,305.88,UK,Mobile,0
15440,FashionGo,341.94,Canada,Mobile,1
15441,BookHive,172.72,UK,Tablet,1
15442,AutoParts,173.03,USA,Mobile,0
15443,AutoParts,242.46,USA,Desktop,1
15444,FashionGo,14.86,Canada,Tablet,0
15445,AutoParts,374.49,USA,Desktop,0
15446,FashionGo,81.64,Canada,Tablet,0
15447,BookHive,309.52,UK,Tablet,0
15448,FashionGo,43.88,Canada,Desktop,1
15449,BookHive,315.48,Canada,Desktop,1
15450,AutoParts,280.89,Germany,Mobile,0
15451,FashionGo,56.88,Australia,Tablet,0
15452,FashionGo,307.02,Germany,Desktop,1
15453,GourmetEats,267.04,USA,Mobile,1
15454,GourmetEats,372.19,UK,Desktop,1
15455,TechWorld,264.17,Germany,Desktop,0
15456,FashionGo,177.17,Germany,Desktop,0
15457,TechWorld,220.65,Germany,Mobile,0
15458,FashionGo,435.63,USA,Mobile,0
15459,GourmetEats,343.23,Canada,Desktop,1
15460,GourmetEats,250.88,Germany,Desktop,1
15461,BookHive,401.42,Germany,Desktop,1
15462,TechWorld,138.98,Canada,Tablet,1
15463,FashionGo,358.08,Australia,Mobile,1
15464,FashionGo,406.49,Brazil,Mobile,1
15465,AutoParts,235.39,Brazil,Mobile,0
15466,GourmetEats,355.33,Canada,Desktop,0
15467,BookHive,326.05,UK,Desktop,0
15468,TechWorld,359.39,Brazil,Mobile,0
15469,BookHive,296.28,Germany,Mobile,0
15470,GourmetEats,434.97,Brazil,Tablet,1
15471,TechWorld,36.02,Australia,Desktop,0
15472,GourmetEats,37.92,Germany,Tablet,1
15473,TechWorld,359.97,Germany,Desktop,1
15474,TechWorld,427.87,Germany,Mobile,1
15475,GourmetEats,7.99,Germany,Desktop,1
15476,TechWorld,449.74,Germany,Mobile,1
15477,BookHive,498.28,Canada,Mobile,0
15478,GourmetEats,11.35,Germany,Desktop,0
15479,GourmetEats,336.83,UK,Mobile,1
15480,BookHive,298.64,UK,Desktop,0
15481,TechWorld,281.13,USA,Tablet,1
15482,FashionGo,381.81,UK,Desktop,0
15483,AutoParts,358.81,Brazil,Tablet,0
15484,GourmetEats,231.13,Australia,Desktop,0
15485,FashionGo,228.84,Australia,Desktop,1
15486,BookHive,306.56,Germany,Tablet,0
15487,TechWorld,405.88,Canada,Desktop,0
15488,GourmetEats,87.43,UK,Tablet,1
15489,BookHive,274.13,Australia,Desktop,0
15490,FashionGo,301.11,Australia,Mobile,1
15491,BookHive,154.43,Australia,Tablet,0
15492,TechWorld,286.04,Brazil,Desktop,1
15493,FashionGo,205.42,Canada,Tablet,0
15494,GourmetEats,482.35,Germany,Mobile,0
15495,TechWorld,237.46,Germany,Mobile,0
15496,BookHive,429.32,UK,Mobile,1
15497,GourmetEats,110.99,Germany,Desktop,1
15498,BookHive,325.07,Brazil,Tablet,1
15499,FashionGo,445.27,Germany,Mobile,0
15500,TechWorld,489.44,USA,Desktop,0
15501,AutoParts,66.6,Canada,Mobile,1
15502,AutoParts,347.1,USA,Desktop,0
15503,AutoParts,29.75,UK,Tablet,0
15504,FashionGo,405.82,UK,Desktop,1
15505,FashionGo,167.96,Australia,Mobile,0
15506,FashionGo,246.55,Canada,Mobile,0
15507,FashionGo,180.9,Germany,Mobile,1
15508,GourmetEats,407.64,Brazil,Mobile,0
15509,BookHive,172.64,Canada,Tablet,0
15510,GourmetEats,43.04,USA,Desktop,0
15511,BookHive,456.52,Canada,Desktop,0
15512,AutoParts,33.58,USA,Desktop,1
15513,BookHive,138.16,Australia,Tablet,1
15514,TechWorld,46.37,Australia,Tablet,1
15515,AutoParts,299.1,USA,Tablet,0
15516,BookHive,420.16,Australia,Mobile,1
15517,GourmetEats,172.66,Brazil,Desktop,1
15518,FashionGo,7.87,USA,Tablet,1
15519,AutoParts,314.74,Brazil,Mobile,0
15520,BookHive,74.7,Brazil,Desktop,1
15521,GourmetEats,236.56,Canada,Desktop,1
15522,AutoParts,209.66,USA,Desktop,0
15523,FashionGo,356.76,Canada,Mobile,1
15524,FashionGo,487.05,Canada,Desktop,1
15525,BookHive,171.04,Australia,Tablet,0
15526,AutoParts,266.01,Canada,Desktop,0
15527,TechWorld,109.94,USA,Desktop,1
15528,FashionGo,315.8,UK,Desktop,1
15529,TechWorld,425.6,Brazil,Mobile,1
15530,TechWorld,420.32,Canada,Tablet,0
15531,TechWorld,186.75,USA,Tablet,1
15532,BookHive,207.35,Australia,Tablet,1
15533,AutoParts,486.86,UK,Mobile,1
15534,AutoParts,93.81,USA,Mobile,1
15535,BookHive,33.89,Canada,Tablet,0
15536,BookHive,241.83,UK,Tablet,1
15537,AutoParts,425.04,USA,Tablet,1
15538,FashionGo,75.29,Germany,Mobile,1
15539,BookHive,311.83,Brazil,Tablet,0
15540,TechWorld,57.23,Canada,Mobile,0
15541,AutoParts,447.85,Germany,Mobile,0
15542,AutoParts,454.3,Australia,Tablet,1
15543,TechWorld,490.81,Canada,Desktop,0
15544,TechWorld,202.93,USA,Tablet,0
15545,TechWorld,464.74,UK,Tablet,0
15546,GourmetEats,401.33,UK,Desktop,1
15547,AutoParts,393.77,Canada,Tablet,0
15548,AutoParts,97.85,Canada,Tablet,1
15549,GourmetEats,378.77,Germany,Mobile,0
15550,GourmetEats,157.94,USA,Desktop,1
15551,GourmetEats,138.03,UK,Desktop,0
15552,AutoParts,237.55,UK,Mobile,1
15553,AutoParts,246.95,UK,Desktop,0
15554,AutoParts,440.14,UK,Desktop,0
15555,AutoParts,87.3,UK,Tablet,0
15556,GourmetEats,221.06,Brazil,Mobile,1
15557,AutoParts,299.2,Canada,Desktop,0
15558,GourmetEats,194.11,Germany,Mobile,1
15559,AutoParts,435.37,Canada,Mobile,0
15560,FashionGo,93.82,USA,Tablet,1
15561,TechWorld,43.06,Canada,Desktop,1
15562,BookHive,407.47,UK,Mobile,0
15563,BookHive,226.79,Canada,Tablet,1
15564,GourmetEats,176.13,Germany,Tablet,1
15565,TechWorld,338.96,Brazil,Tablet,1
15566,AutoParts,297.97,Brazil,Tablet,0
15567,BookHive,227.42,UK,Tablet,0
15568,TechWorld,288.28,Brazil,Desktop,0
15569,TechWorld,488.29,UK,Desktop,0
15570,TechWorld,157.19,Germany,Tablet,0
15571,AutoParts,477.51,USA,Mobile,0
15572,TechWorld,166.97,Brazil,Desktop,1
15573,BookHive,401.79,Canada,Desktop,0
15574,AutoParts,144.15,USA,Mobile,0
15575,AutoParts,305.2,Brazil,Tablet,0
15576,TechWorld,73.0,Germany,Desktop,1
15577,GourmetEats,328.48,Brazil,Tablet,0
15578,AutoParts,30.48,UK,Mobile,0
15579,GourmetEats,250.35,Germany,Desktop,0
15580,TechWorld,109.99,UK,Mobile,1
15581,AutoParts,5.29,Brazil,Mobile,0
15582,AutoParts,311.98,UK,Tablet,1
15583,TechWorld,227.61,Australia,Tablet,1
15584,TechWorld,18.98,Brazil,Tablet,0
15585,TechWorld,36.65,Brazil,Tablet,0
15586,BookHive,421.18,Australia,Tablet,0
15587,TechWorld,464.13,Australia,Tablet,0
15588,FashionGo,483.12,Australia,Mobile,1
15589,FashionGo,346.21,Australia,Mobile,0
15590,AutoParts,442.92,USA,Tablet,1
15591,FashionGo,92.89,Brazil,Mobile,1
15592,FashionGo,178.69,USA,Desktop,0
15593,GourmetEats,412.96,Brazil,Mobile,0
15594,GourmetEats,440.72,UK,Tablet,0
15595,AutoParts,164.62,Canada,Tablet,1
15596,GourmetEats,269.5,Brazil,Desktop,0
15597,BookHive,149.64,Brazil,Tablet,1
15598,AutoParts,483.25,USA,Desktop,0
15599,TechWorld,131.34,Australia,Tablet,0
15600,TechWorld,276.73,Brazil,Mobile,0
15601,GourmetEats,16.1,Brazil,Desktop,1
15602,BookHive,9.34,Brazil,Desktop,1
15603,TechWorld,74.5,UK,Desktop,1
15604,AutoParts,90.64,Canada,Tablet,0
15605,TechWorld,245.91,Brazil,Mobile,0
15606,GourmetEats,7.17,UK,Tablet,0
15607,GourmetEats,489.45,Australia,Tablet,0
15608,GourmetEats,66.74,UK,Mobile,0
15609,AutoParts,481.48,Canada,Tablet,1
15610,GourmetEats,274.82,UK,Tablet,0
15611,FashionGo,211.62,USA,Desktop,0
15612,BookHive,498.13,Germany,Mobile,0
15613,TechWorld,451.68,Australia,Mobile,1
15614,AutoParts,341.37,Brazil,Tablet,0
15615,FashionGo,344.4,Canada,Tablet,1
15616,GourmetEats,449.32,UK,Tablet,1
15617,FashionGo,357.42,Brazil,Desktop,0
15618,FashionGo,99.62,Brazil,Mobile,1
15619,TechWorld,115.68,Brazil,Desktop,1
15620,AutoParts,213.35,Brazil,Tablet,1
15621,TechWorld,262.42,Canada,Desktop,1
15622,FashionGo,144.62,USA,Mobile,1
15623,GourmetEats,260.34,Canada,Mobile,0
15624,GourmetEats,277.88,UK,Desktop,0
15625,AutoParts,160.01,Brazil,Tablet,1
15626,TechWorld,427.71,USA,Desktop,1
15627,GourmetEats,472.39,Brazil,Tablet,0
15628,TechWorld,490.0,Germany,Mobile,0
15629,GourmetEats,193.16,Germany,Desktop,1
15630,BookHive,8.18,Australia,Desktop,0
15631,GourmetEats,86.58,Germany,Mobile,1
15632,BookHive,362.32,Canada,Desktop,0
15633,TechWorld,290.55,Australia,Desktop,1
15634,AutoParts,333.99,Canada,Desktop,1
15635,BookHive,441.17,Germany,Mobile,1
15636,FashionGo,151.65,Germany,Tablet,0
15637,BookHive,180.72,Germany,Tablet,1
15638,AutoParts,480.78,UK,Desktop,1
15639,FashionGo,123.71,Brazil,Tablet,1
15640,FashionGo,57.49,Australia,Tablet,1
15641,BookHive,349.6,USA,Tablet,1
15642,AutoParts,488.36,Canada,Mobile,0
15643,TechWorld,252.8,Brazil,Desktop,1
15644,GourmetEats,236.02,Germany,Mobile,0
15645,AutoParts,208.22,USA,Tablet,0
15646,FashionGo,313.92,Australia,Desktop,1
15647,TechWorld,123.87,Brazil,Tablet,1
15648,FashionGo,350.16,Australia,Desktop,1
15649,GourmetEats,456.09,Brazil,Tablet,1
15650,FashionGo,49.26,UK,Mobile,0
15651,TechWorld,93.65,Germany,Desktop,0
15652,FashionGo,461.26,Australia,Mobile,1
15653,AutoParts,293.4,Germany,Desktop,1
15654,AutoParts,207.36,Germany,Tablet,0
15655,FashionGo,445.6,Brazil,Tablet,1
15656,FashionGo,441.15,Australia,Desktop,1
15657,AutoParts,214.67,UK,Mobile,0
15658,FashionGo,113.64,Germany,Desktop,0
15659,AutoParts,437.4,Australia,Desktop,1
15660,AutoParts,313.33,Germany,Desktop,0
15661,TechWorld,478.18,Australia,Tablet,0
15662,GourmetEats,226.92,Australia,Mobile,1
15663,FashionGo,367.73,Brazil,Tablet,1
15664,GourmetEats,29.29,USA,Desktop,0
15665,FashionGo,304.82,UK,Tablet,0
15666,GourmetEats,282.2,Brazil,Mobile,0
15667,GourmetEats,268.71,UK,Tablet,0
15668,AutoParts,208.29,Canada,Mobile,1
15669,AutoParts,219.86,Brazil,Mobile,1
15670,TechWorld,68.96,Brazil,Mobile,0
15671,BookHive,239.51,Germany,Tablet,1
15672,GourmetEats,102.89,USA,Desktop,1
15673,AutoParts,154.19,Australia,Tablet,0
15674,AutoParts,480.54,Brazil,Mobile,1
15675,AutoParts,340.23,UK,Tablet,1
15676,TechWorld,284.52,Germany,Tablet,1
15677,FashionGo,457.77,Germany,Mobile,0
15678,AutoParts,351.16,Brazil,Desktop,1
15679,TechWorld,352.76,Australia,Desktop,0
15680,AutoParts,184.95,Canada,Mobile,0
15681,FashionGo,364.77,Germany,Mobile,1
15682,TechWorld,413.15,Canada,Tablet,1
15683,TechWorld,307.0,Germany,Tablet,0
15684,AutoParts,67.6,Australia,Mobile,0
15685,FashionGo,53.35,Brazil,Mobile,0
15686,FashionGo,448.33,USA,Desktop,0
15687,BookHive,393.36,Canada,Desktop,1
15688,GourmetEats,117.09,UK,Tablet,1
15689,AutoParts,232.67,UK,Mobile,0
15690,BookHive,48.88,Germany,Desktop,0
15691,BookHive,327.34,Brazil,Desktop,1
15692,BookHive,44.69,Canada,Tablet,1
15693,FashionGo,322.3,UK,Tablet,0
15694,BookHive,393.46,Germany,Mobile,0
15695,GourmetEats,437.55,Australia,Tablet,1
15696,FashionGo,170.2,UK,Mobile,1
15697,GourmetEats,92.85,USA,Desktop,0
15698,GourmetEats,338.42,Australia,Desktop,1
15699,TechWorld,232.15,Germany,Mobile,0
15700,AutoParts,373.23,Canada,Tablet,0
15701,GourmetEats,152.56,Brazil,Mobile,1
15702,AutoParts,204.64,Brazil,Mobile,1
15703,FashionGo,307.94,USA,Desktop,1
15704,TechWorld,403.63,Germany,Desktop,0
15705,BookHive,39.3,Germany,Desktop,1
15706,FashionGo,86.95,Brazil,Tablet,0
15707,FashionGo,188.45,Australia,Desktop,1
15708,TechWorld,6.82,Canada,Tablet,0
15709,FashionGo,20.34,Germany,Desktop,1
15710,GourmetEats,317.33,Canada,Mobile,1
15711,FashionGo,151.7,Brazil,Tablet,0
15712,TechWorld,358.65,USA,Tablet,0
15713,BookHive,256.23,USA,Desktop,0
15714,FashionGo,402.86,USA,Tablet,1
15715,GourmetEats,226.34,UK,Tablet,1
15716,TechWorld,129.05,USA,Desktop,1
15717,BookHive,80.24,Canada,Desktop,1
15718,GourmetEats,70.29,UK,Desktop,0
15719,FashionGo,262.82,UK,Desktop,1
15720,TechWorld,348.14,UK,Mobile,1
15721,GourmetEats,434.38,USA,Desktop,0
15722,BookHive,387.9,UK,Tablet,1
15723,FashionGo,111.79,USA,Mobile,1
15724,GourmetEats,397.58,Australia,Mobile,1
15725,GourmetEats,193.96,Australia,Mobile,0
15726,TechWorld,117.89,Germany,Tablet,1
15727,AutoParts,129.56,UK,Desktop,1
15728,TechWorld,403.07,USA,Tablet,0
15729,AutoParts,407.14,USA,Tablet,0
15730,TechWorld,388.57,Germany,Tablet,0
15731,TechWorld,120.12,Australia,Tablet,0
15732,TechWorld,24.5,Australia,Tablet,1
15733,BookHive,189.1,Brazil,Desktop,1
15734,GourmetEats,94.92,Australia,Mobile,0
15735,GourmetEats,384.38,UK,Desktop,1
15736,GourmetEats,96.39,UK,Tablet,0
15737,BookHive,191.61,Germany,Tablet,1
15738,TechWorld,405.87,USA,Mobile,0
15739,GourmetEats,269.03,UK,Mobile,1
15740,TechWorld,109.7,Brazil,Desktop,1
15741,FashionGo,113.7,Australia,Desktop,1
15742,AutoParts,445.52,UK,Desktop,0
15743,AutoParts,84.89,Australia,Desktop,1
15744,GourmetEats,229.39,Brazil,Tablet,0
15745,TechWorld,225.0,Brazil,Tablet,1
15746,GourmetEats,110.52,Brazil,Tablet,1
15747,FashionGo,70.98,Australia,Desktop,1
15748,AutoParts,5.58,Brazil,Desktop,0
15749,BookHive,253.72,USA,Tablet,1
15750,TechWorld,425.32,USA,Desktop,0
15751,AutoParts,356.38,Australia,Tablet,1
15752,AutoParts,278.35,Australia,Tablet,1
15753,AutoParts,462.14,Brazil,Desktop,0
15754,GourmetEats,341.29,UK,Tablet,1
15755,AutoParts,281.75,USA,Tablet,1
15756,BookHive,381.02,USA,Desktop,1
15757,AutoParts,7.73,USA,Mobile,0
15758,GourmetEats,308.39,Australia,Mobile,1
15759,AutoParts,285.98,Australia,Desktop,0
15760,TechWorld,210.07,USA,Desktop,0
15761,BookHive,471.22,Canada,Tablet,1
15762,GourmetEats,194.99,Brazil,Tablet,1
15763,GourmetEats,193.89,Australia,Mobile,0
15764,TechWorld,303.63,Brazil,Desktop,0
15765,GourmetEats,392.47,Australia,Tablet,1
15766,AutoParts,494.69,UK,Mobile,1
15767,BookHive,486.12,USA,Mobile,0
15768,AutoParts,330.12,Brazil,Mobile,1
15769,TechWorld,139.44,UK,Desktop,0
15770,AutoParts,357.04,Germany,Tablet,1
15771,GourmetEats,469.31,Canada,Tablet,0
15772,BookHive,80.02,Brazil,Desktop,1
15773,GourmetEats,222.54,UK,Mobile,0
15774,TechWorld,37.53,Australia,Desktop,0
15775,BookHive,185.5,Australia,Desktop,0
15776,AutoParts,23.02,USA,Mobile,1
15777,FashionGo,151.22,Australia,Mobile,1
15778,FashionGo,380.52,Germany,Desktop,0
15779,TechWorld,145.7,Australia,Desktop,0
15780,AutoParts,426.03,Brazil,Tablet,0
15781,TechWorld,214.98,Brazil,Desktop,1
15782,GourmetEats,241.94,USA,Tablet,0
15783,AutoParts,188.25,UK,Desktop,0
15784,TechWorld,175.37,UK,Mobile,1
15785,TechWorld,316.94,Canada,Tablet,1
15786,BookHive,102.35,Brazil,Desktop,0
15787,GourmetEats,328.61,Australia,Mobile,1
15788,AutoParts,228.4,Brazil,Desktop,1
15789,AutoParts,348.13,UK,Mobile,1
15790,AutoParts,410.28,Brazil,Desktop,0
15791,FashionGo,27.21,Australia,Desktop,0
15792,AutoParts,180.02,Australia,Mobile,0
15793,AutoParts,240.99,UK,Mobile,0
15794,FashionGo,308.43,Australia,Mobile,0
15795,FashionGo,61.38,Germany,Tablet,1
15796,FashionGo,479.05,Brazil,Desktop,0
15797,BookHive,98.67,Germany,Desktop,0
15798,AutoParts,55.7,Canada,Tablet,0
15799,FashionGo,213.42,Brazil,Tablet,1
15800,TechWorld,360.16,Brazil,Desktop,0
15801,FashionGo,139.76,USA,Mobile,0
15802,FashionGo,277.34,Canada,Tablet,0
15803,GourmetEats,39.79,Canada,Tablet,0
15804,FashionGo,207.46,Germany,Tablet,1
15805,TechWorld,427.14,Germany,Tablet,1
15806,BookHive,436.76,Germany,Mobile,1
15807,BookHive,383.97,Brazil,Tablet,0
15808,GourmetEats,316.56,Canada,Mobile,0
15809,AutoParts,333.3,Australia,Mobile,0
15810,BookHive,199.0,Germany,Desktop,0
15811,TechWorld,408.0,Australia,Desktop,0
15812,TechWorld,300.51,Australia,Mobile,0
15813,FashionGo,88.49,Australia,Tablet,1
15814,GourmetEats,123.18,USA,Tablet,0
15815,AutoParts,214.85,UK,Desktop,0
15816,TechWorld,481.4,UK,Mobile,0
15817,TechWorld,465.13,Canada,Tablet,1
15818,TechWorld,188.33,UK,Tablet,0
15819,FashionGo,493.99,Australia,Desktop,0
15820,TechWorld,181.97,Germany,Desktop,0
15821,TechWorld,171.78,UK,Mobile,1
15822,BookHive,495.83,Brazil,Tablet,1
15823,TechWorld,248.44,Australia,Desktop,1
15824,GourmetEats,22.48,USA,Mobile,1
15825,TechWorld,13.38,Canada,Tablet,0
15826,AutoParts,23.73,Brazil,Desktop,1
15827,BookHive,74.73,Germany,Desktop,1
15828,GourmetEats,383.46,Germany,Mobile,1
15829,FashionGo,442.76,Australia,Desktop,0
15830,TechWorld,324.29,USA,Tablet,0
15831,FashionGo,253.41,Germany,Desktop,1
15832,TechWorld,355.13,Australia,Mobile,1
15833,GourmetEats,365.79,Canada,Mobile,0
15834,FashionGo,428.0,Germany,Tablet,0
15835,AutoParts,57.92,Germany,Desktop,1
15836,BookHive,277.85,USA,Tablet,0
15837,GourmetEats,273.05,Canada,Tablet,0
15838,AutoParts,284.52,Brazil,Desktop,0
15839,BookHive,166.95,Australia,Desktop,1
15840,TechWorld,224.62,Australia,Desktop,0
15841,GourmetEats,483.28,Brazil,Mobile,1
15842,BookHive,271.71,Canada,Desktop,1
